,business analyst,data analyst,data scientist,machine learning engineer,software engineer
knowledge,0.20401563556361002,0.3062466186588384,0.25726067586355356,0.10651100799472925,0.1259660619192691
knowledge skills,0.30796838968471657,0.3578111382425751,0.1959302348176448,0.055868145923885955,0.08242209133117746
language,0.08965119267196972,0.1983403513279248,0.3750569195542332,0.17416736985306372,0.16278416659280873
languages,0.047624065564615146,0.13907702921489629,0.3965742990134339,0.10355784692542254,0.3131667592816324
large,0.0703186175326535,0.24126072685921207,0.3453574968036061,0.1698484510706534,0.17321470773387465
large scale,0.044297717187790873,0.06965703294538321,0.24641459931574536,0.2721110315339124,0.3675196190171679
large sets,0.006584877548900429,0.4422873082529082,0.451448567536059,0.08146858900538696,0.0182106576567456
largest,0.07680508319962741,0.2588015115410901,0.23859029992246333,0.12625541644654203,0.2995476888902773
latest,0.008276372244539554,0.2014130969991535,0.3653218005079028,0.32580509086377163,0.09918363938463273
law,0.12368942025013807,0.32031957537567207,0.22575200955518318,0.06562155223700426,0.26461744258200204
laws,0.10497214227765005,0.4700451492047951,0.24317685716113976,0.1495499280547536,0.03225592330166139
lead,0.20047729984826487,0.2562429906436665,0.29633548166516455,0.10391854077265303,0.14302568707025085
leader,0.1816166195258566,0.2669216617703723,0.26421058878150794,0.10013253855151386,0.18711859137074927
leaders,0.23345503635328846,0.2906733155930862,0.3314254574642139,0.07938308094050399,0.06506310964890716
leadership,0.25646271265488163,0.3046911864254165,0.2825820002310462,0.0613245091748729,0.09493959151378256
leading,0.1989130890939814,0.27195124505116103,0.24138424001084896,0.13322908065913713,0.15452234518487135
learn,0.1574655967331126,0.2678577860894085,0.2823254368385418,0.14132773089950426,0.15102344943943302
leave,0.07972501793239367,0.26104257668726377,0.29269015316089475,0.10597296825271744,0.26056928396673035
legally,0.07814777157828029,0.11118201230791368,0.3330910577308222,0.12846258390659338,0.3491165744763909
legally protected,0.08623653195542667,0.08394579877466733,0.31772824398240823,0.12683720346509192,0.3852522218224063
let,0.05853690284733618,0.15466533425472398,0.36911974253754104,0.17870434314602326,0.23897367721437576
level,0.22283497649920786,0.3349651035648098,0.23490252478447737,0.08013342191050665,0.12716397324099832
levels,0.30158033800106826,0.37532283595694793,0.20435652256165926,0.07299189852735279,0.04574840495297146
leverage,0.18660153043710326,0.1582067302374272,0.4013743101306914,0.11509388104850933,0.13872354814626892
leveraging,0.14829019876746302,0.28021097993867666,0.33588073783639527,0.14716501909675264,0.08845306436071257
li,0.10961079733972968,0.1493788307544047,0.21274604128535018,0.09040752271862001,0.4378568079018959
libraries,0.023776523657812496,0.06943481696033964,0.3051748045110586,0.41896212774446046,0.18265172712632824
life,0.25533443230822356,0.29300832383569625,0.23200051555636808,0.11440635756237988,0.10525037073733234
life insurance,0.22715402217334915,0.32641530468801144,0.2539679193641951,0.18249131542367591,0.009971438350767997
like,0.09462710989150776,0.20989796323655874,0.2753501142965001,0.17273118074902788,0.2473936318264058
limited,0.21717924429907998,0.41739968681477074,0.2458041915728803,0.09394956547361559,0.02566731183965319
line,0.3391041906865293,0.3185141083085343,0.22907614912174729,0.020073789332053543,0.09323176255113524
linux,0.0064506960334453295,0.03139671893693714,0.21203733542148667,0.26844672373323175,0.4816685258748995
live,0.13965384398508737,0.2677688134140133,0.34577685735223523,0.1570734201779064,0.08972706507075755
lives,0.10091925893830585,0.24346063787274896,0.2596118321433605,0.22207953359396115,0.17392873745162396
ll,0.092061440952838,0.18537003780314856,0.34228704864859616,0.1489340547220184,0.23134741787339877
ll work,0.125018130988304,0.18807753374849134,0.3308870165519222,0.115046293765992,0.24097102494528988
local,0.15537314062083327,0.24614529784238298,0.3290344147388237,0.09251653068093806,0.1769306161170222
local law,0.08702899898652593,0.1788474543285915,0.3360167436843442,0.032628156722829864,0.3654786462777077
located,0.18433337732641253,0.20054707997863003,0.19348458740290844,0.23171730349355546,0.18991765179849357
location,0.2108136636835446,0.4036621951373744,0.21104098910992666,0.09119587906703977,0.08328727300211408
locations,0.2479847784521542,0.3718825831222026,0.1825404067605082,0.06784465146654453,0.12974758019859015
long,0.1680207953258305,0.28250857531719076,0.36819470386422565,0.12025916861043712,0.0610167568823159
long term,0.19171802317026296,0.2509789132822104,0.3787324307951114,0.11153367429827352,0.06703695845414145
look,0.18900040823336883,0.3611457686078055,0.25639012907437314,0.07085839217192356,0.12260530191252932
looking,0.13342093000215857,0.24832447993070306,0.28569097844500463,0.1308549797631543,0.2017086318589791
los,0.1883826522589225,0.3906760915077213,0.3153803593452391,0.08290970819837298,0.022651188689743546
los angeles,0.1883826522589225,0.3906760915077213,0.3153803593452391,0.08290970819837298,0.022651188689743546
love,0.04864383629930285,0.2294735839316064,0.36195902239294575,0.19780266112243972,0.16212089625370507
maintain,0.2169372118073697,0.4324051900355802,0.145527052847012,0.08133221602331048,0.12379832928672761
maintaining,0.17542152406565167,0.38274182354090447,0.2101959393543341,0.04762475210400893,0.18401596093510042
maintenance,0.2718680198811618,0.5124002601536224,0.10321708338018164,0.03252970138802258,0.0799849351970117
major,0.15366583760490868,0.29362776276156716,0.24052697703820422,0.16003072700878784,0.15214869558653246
make,0.11074052204222448,0.22602991015589827,0.3343740166393787,0.11919648008493644,0.20965907107756196
makes,0.025148739333140994,0.3672105597754556,0.3227873729627038,0.12257111115473923,0.162282216773961
making,0.14959791209209225,0.31405676577815056,0.33346586316415755,0.11149616647219848,0.0913832924934015
manage,0.3160887764765741,0.3695950038245307,0.14579350572496255,0.03576194231404384,0.13276077165988892
management,0.3845258371946389,0.42014559925402734,0.12430724013386675,0.019417885385157617,0.05160343803230901
management skills,0.3902696511532152,0.4445670745130924,0.14816930340480644,0.009339351659214023,0.007654619269672391
manager,0.3982795245722706,0.2993631961089395,0.24147311288433018,0.0283518040877899,0.032532362346669695
managers,0.27506817275203793,0.28066559973204197,0.25833191203465034,0.04845687563039618,0.13747743985087305
managing,0.2608567343167157,0.3368426014233062,0.2649839431865724,0.05388877217619853,0.08342794889720656
manner,0.2273878761209488,0.3414006699480132,0.20631360377632793,0.06502140637331127,0.15987644378139856
marital,0.16652929207308148,0.23203366668422326,0.29132770051914086,0.15057543365400983,0.15953390706954468
marital status,0.14915344623603677,0.24434654885652324,0.31090559944948853,0.15139131656410912,0.14420308889384192
market,0.26609628449793893,0.2874924706426425,0.25539834734475897,0.042755360898098914,0.14825753661656083
marketing,0.13467152355903567,0.5231740754597882,0.29588787699048136,0.02918222329994928,0.01708430069074544
master,0.11471537643956821,0.28597940619282447,0.44408100623385965,0.05979173903087697,0.09543247210287072
master degree,0.06992429026471819,0.2949564160725853,0.4509327193002235,0.06816006035864036,0.11602651400383214
masters,0.1162853200219631,0.20027053556991029,0.2772255130443299,0.33200550599145034,0.07421312537234614
matching,0.18791168004899497,0.24145454779445272,0.27530626193295704,0.17753454344623734,0.11779296677735776
math,0.08467387867245525,0.21818290985474462,0.5005206803624611,0.1736648928193475,0.02295763829099159
mathematical,0.10950843748460963,0.18412645053247514,0.5516258690680189,0.14556201390637682,0.009177229008518887
mathematics,0.02523589790828635,0.31935211534742874,0.5240431453666877,0.09776597873134162,0.033602862646255276
mathematics statistics,0.009440529360450147,0.41353906751808683,0.41670807955536077,0.11679892310043494,0.04351340046566774
matter,0.3958925809389387,0.31197132169883574,0.24196825152924883,0.021203515620746762,0.028964330212229966
meaningful,0.21094083293734753,0.24540339294395588,0.3720533684994066,0.10994619575336481,0.061656209865925495
means,0.1388713301878065,0.32602823576330764,0.39126550951299227,0.04593920598247074,0.0978957185534228
measure,0.1550442566217768,0.4172653314180813,0.3511788354473776,0.05128927642382627,0.02522230008893872
media,0.28232300054113235,0.2838341574926086,0.2738386161452031,0.13013863310950147,0.02986559271155461
medical,0.19928387941205253,0.38640329838586623,0.2571529305608887,0.09293665554179814,0.06422323609939429
medical dental,0.1861881520429854,0.309865981738282,0.2876724285083108,0.15537029481536055,0.06090314289506095
meet,0.3142355368481363,0.4237120537008042,0.13334879027782168,0.023562091862623803,0.10514152731061394
meetings,0.51289859628232,0.21968068296316562,0.10918346791108662,0.038458297756613226,0.11977895508681449
member,0.15027046421977458,0.3389386222185634,0.2856969339224292,0.08656829663780725,0.13852568300142534
members,0.16924945942651326,0.31593930033469747,0.33099340971223,0.08286285540278243,0.10095497512377691
mental,0.1569449704827453,0.24330989831332214,0.3439235412367455,0.11114306419938082,0.14467852576780632
mental disability,0.12263088613369535,0.24959891920384067,0.30362875243274223,0.08777180457812188,0.23636963765160018
mentor,0.11026924239872457,0.1733955774305095,0.45407083709215795,0.06678191748322805,0.19548242559537915
met,0.28835608950711256,0.34806351007227093,0.05416226763272839,0.06486477695930133,0.24455335582858728
methodologies,0.24830458186591323,0.28910265196483625,0.34293636223415064,0.016428034954807397,0.10322836898029275
methodology,0.2878447477708269,0.1952899474927072,0.2703311085277798,0.029431705580314323,0.21710249062837209
methods,0.07117786559182657,0.2830874633746136,0.5596058586570336,0.06175761085959788,0.024371201516928568
metrics,0.19007205397560878,0.40794249554708994,0.3204528657739771,0.05408904036445678,0.027443544338867146
microsoft,0.22731891133906196,0.6275661620944103,0.10849385534646325,0.012574096624746848,0.0240469745953175
military,0.31717068582617214,0.2753676638819612,0.2495690506242894,0.08677280424061697,0.07111979542695944
million,0.06654046552311532,0.32386463152665207,0.3509159097494307,0.17846538062789782,0.08021361257290387
millions,0.031086138386207354,0.11767927768833014,0.27572802382151396,0.26028484094554766,0.3152217191584007
mindset,0.15458749448015194,0.23899944045298013,0.4184650895559571,0.1125039907920092,0.0754439847189008
minimum,0.28251131900022525,0.3015592524083331,0.2799606526434599,0.07669829347125581,0.05927048247672634
minimum qualifications,0.1881320783080844,0.305224426172297,0.3617843113789037,0.07053284545509082,0.0743263386856249
minimum years,0.36585875343160956,0.2840106276240497,0.23921409432475468,0.0468790362297042,0.06403748838988152
mining,0.0535441461844135,0.218911698798623,0.6201977451342626,0.08431208697431615,0.02303432290838515
mission,0.10166114079323751,0.27519202230470435,0.34920551667136357,0.12373968785921317,0.15020163237148093
mobile,0.13207079028965998,0.174713201635869,0.27669361540032694,0.23233883678908296,0.18418355588506088
model,0.06335517482708752,0.165122469580844,0.4625675450979814,0.25055132508419675,0.05840348540989026
modeling,0.11017751387435938,0.2747384210184581,0.5088646389503809,0.07978436123499216,0.026435064921809026
models,0.04085793982290917,0.1245339260305544,0.5239976589880362,0.2568921388113547,0.05371833634714514
modern,0.08234130596482112,0.15496448337635588,0.1907506083481377,0.253139637936416,0.3188039643742697
monday,0.2686565450214257,0.4707362177219848,0.1110165732193649,0.0604334276458602,0.08915723639136534
monday friday,0.2686565450214257,0.4707362177219848,0.1110165732193649,0.0604334276458602,0.08915723639136534
monitor,0.27596228836502623,0.4004134364143253,0.22983144195612284,0.040994133788764396,0.052798699475761
monitoring,0.1362101252749599,0.27009466180341957,0.23215573901080355,0.09645935547647859,0.2650801184343386
monthly,0.210565312177234,0.4677565861959245,0.20789488018098706,0.07894331873418495,0.03483990271166917
motivated,0.18801095755447436,0.26196515528950753,0.2042691175600238,0.07048743591370568,0.2752673336822885
ms,0.24641815790432095,0.28838599173565965,0.21582338923682745,0.10899348786794863,0.14037897325524332
multi,0.15762790876094462,0.2557346329928407,0.25253402818658155,0.11471671014165911,0.21938671991797432
multiple,0.27299689147799866,0.38451396564899526,0.1847702715667461,0.03259177984349649,0.12512709146276382
national,0.14468332136451154,0.2691299856522167,0.2973220275131243,0.10794976592719514,0.18091489954295212
national origin,0.14349613938273315,0.23601846538563026,0.30206005115705487,0.1131619976634297,0.20526334641115246
natural,0.07011008498195834,0.0930650790413858,0.47288181751868064,0.1935536558344715,0.17038936262350365
necessary,0.2375100754895574,0.3214257898280885,0.21217807449455148,0.08470154641646165,0.14418451377134114
need,0.15165932983976751,0.22664438541627466,0.326991229423723,0.1273316771984987,0.16737337812173614
needed,0.29890320819865546,0.33530060017713437,0.2807167274741631,0.035219547241881484,0.04985991690816523
needs,0.3017115049631233,0.3067502309800133,0.22794267668445836,0.07088543635368608,0.09271015101871836
network,0.1850983816373598,0.22964314463165997,0.3238126171134007,0.15103721734056827,0.11040863927701108
networks,0.1773991149466262,0.08979713394761286,0.31321821767293107,0.2952996759027981,0.12428585753003175
new,0.17805155574491505,0.23487547985357454,0.2911992580471543,0.13787414115226476,0.15799956520209152
new ideas,0.0972308664377459,0.1577468110786341,0.27394484121168605,0.18226476148016357,0.28881271979177026
nlp,0.017534077142511796,0.017068312907870392,0.4775497551440461,0.37470226646895516,0.11314558833661681
non,0.20381066704328332,0.38053150628669685,0.3294762317852802,0.033821229462961726,0.05236036542177743
non technical,0.16709261138840076,0.3838636004685668,0.4080076539677464,0.022552168024851382,0.018483966150434534
nosql,0.010244430888001355,0.04986152123613033,0.27901242947618965,0.10370033335951366,0.557181285040165
novel,0.023437761596777396,0.1749163461807538,0.33017570007449815,0.3778445300216087,0.0936256621263613
number,0.22400721675672677,0.27039046853194054,0.210377711224669,0.17132499543158697,0.12389960805507592
object,0.030434559918300175,0.029626115345381843,0.1238587919260967,0.3765386121656654,0.4395419206445563
objectives,0.5043881168773007,0.2799101111488501,0.15494830465300916,0.04771702776406881,0.013036439556771529
offer,0.11034939980283764,0.3048352834879963,0.2997020715812775,0.11740486723792205,0.16770837788996662
offers,0.22173746226723817,0.30918676938613676,0.24201568877492896,0.03370211523665791,0.19335796433503788
office,0.3279409372578313,0.43282066298460053,0.137933134370183,0.047520076379659194,0.0537851890077255
offices,0.15269263555649182,0.2908107471427153,0.35538805523220957,0.09706963883287827,0.10403892323570543
ongoing,0.27218967940700495,0.45663216326335,0.20123950300624774,0.03256818876998411,0.03737046555341284
online,0.09565332586412731,0.40348728711433035,0.27805573234244335,0.11783069043502026,0.10497296424407893
open,0.06736847861914046,0.21616763213566065,0.29760101801785777,0.15434958682850267,0.26451328439883826
open source,0.03754795939024715,0.051170782505529595,0.26094908303910513,0.22804991013987438,0.4222822649252437
operate,0.204043408698075,0.11917399649178227,0.3142708745350737,0.17441585793380984,0.18809586234125938
operating,0.19106773278870337,0.29398787534275517,0.23732704351299932,0.09011950859000481,0.1874978397655372
operational,0.3791871160430265,0.39686760665812676,0.1579761985855699,0.016033256558081205,0.04993582215519525
operations,0.3009484799792527,0.34597767105863475,0.23148143779380065,0.019910998466251058,0.10168141270206062
opportunities,0.22449621654987892,0.30695653216304764,0.2839596027858311,0.09486938513695546,0.08971826336428637
opportunity,0.15000097645726634,0.27943248523852793,0.29533548250671054,0.13274230795349584,0.14248874784399884
opportunity affirmative,0.17694820320027735,0.172247862043746,0.43989341950949,0.10536334533048834,0.10554716991599829
opportunity employer,0.16522420333073567,0.27690199611737004,0.26395117055670575,0.1321906777058456,0.16173195228934276
optimization,0.06819094228768846,0.23377149687013582,0.37589828136862996,0.21008217802091103,0.11205710145263494
optimize,0.12155659969996983,0.24103779817881582,0.34248181285478596,0.11646419282143987,0.1784595964449885
options,0.1910170493447346,0.203651848575626,0.3502469887104344,0.1125369987486129,0.14254711462059128
oral,0.27598380249742444,0.4259128832746853,0.20861781532482945,0.08328028996460086,0.006205208938459998
order,0.35173073447829484,0.2698819746002264,0.27592271697822823,0.060504064680954976,0.041960509262296074
organization,0.2797305173375466,0.33744345542722426,0.25014069646454623,0.01053759270964205,0.12214773806104066
organizational,0.3982259033171261,0.403633151375856,0.14265835497359494,0.013852521493012799,0.041630068840410046
organizations,0.306392183904027,0.11267349683731911,0.23659448028743946,0.0995539111861936,0.2447859277850202
organize,0.25917082596683266,0.559417613237421,0.13757494408921692,0.012673835996856182,0.03116278070967314
organized,0.27303679472743947,0.5414118853714501,0.12346347061110341,0.03412152820021632,0.027966321089790313
orientation,0.15441002811391752,0.23960048201011638,0.30582391779401513,0.10145090978913676,0.1987146622928147
orientation age,0.09207046916924783,0.2489576859364527,0.35548173137703504,0.21861565270985947,0.08487446080740459
orientation gender,0.16719086253038107,0.20843383816917746,0.28924422560847984,0.0890740610222503,0.2460570126697114
oriented,0.19596464589763923,0.38428295331749873,0.1627032347109207,0.060692083051718984,0.19635708302222227
origin,0.15440859764297352,0.24018126379646437,0.29451246892496746,0.11279506529963243,0.19810260433596252
origin age,0.10439208414728152,0.28638103872770543,0.3119468778241542,0.09606544494554863,0.20121455435531008
origin disability,0.24366943901243382,0.23719675676946814,0.17392113927822628,0.12058784833981942,0.22462481660005246
outcomes,0.22369380346719853,0.31041205701179453,0.3441791336091606,0.09100281434310328,0.030712191568743615
outside,0.10889338884600298,0.4122253843570926,0.2386250403182216,0.09525918253708619,0.1449970039415958
overall,0.28584945756363517,0.3300249516066976,0.19353892593902733,0.037384254737064686,0.1532024101535752
overview,0.32316824950646383,0.28389270721017235,0.25908996321311073,0.09751856914320887,0.03633051092704429
ownership,0.1183613353332894,0.25076697549630733,0.15039260663772383,0.10180148031919392,0.3786776022134858
paced,0.2373940909315723,0.358354014954597,0.16478918498524892,0.09674101254342024,0.1427216965851613
paced environment,0.33817541339361257,0.40948314677850056,0.08520960928423216,0.08349308120890866,0.08363874933474535
package,0.2801462588537626,0.29807250171940364,0.26310102682903097,0.0806044210353105,0.07807579156249259
packages,0.13322712397657255,0.2670050397486644,0.37536313991627074,0.20273156525296115,0.021673131105530964
paid,0.20761949218447062,0.27967985135507434,0.26589147563145493,0.12501398685831278,0.12179519397068779
paid time,0.2600952603066863,0.3127594888057676,0.2538492283352538,0.07456850231445385,0.09872752023783803
parental,0.13727529497560756,0.21223397660669396,0.34126652788130296,0.06357572337734843,0.2456484771590467
parental leave,0.0933510964444125,0.19183957246768824,0.34094370326896445,0.058330637689855386,0.31553499012907876
participate,0.3471152980932344,0.18977650055508785,0.11164225983738493,0.10161417636432982,0.2498517651499633
participates,0.41119272707972276,0.2223722562323151,0.12872469921241833,0.010277387153464537,0.22743293032207887
partner,0.22973336974919156,0.27541907949722055,0.3383954086606008,0.05167778427832517,0.10477435781466202
partners,0.23795240560716047,0.33822311384292914,0.30653570659318163,0.026052784522293898,0.09123598943443484
partnerships,0.16299116428839064,0.24328107271977897,0.3979927179676246,0.08555012513847347,0.11018491988573258
party,0.2082309560356933,0.18339491187541732,0.3445604597951691,0.1449836926501762,0.11882997964354367
passion,0.09002280458037731,0.2572408408273231,0.2972727213627727,0.16004301753710462,0.19542061569242192
passionate,0.11723104501301018,0.17497938928985987,0.24221611446748054,0.18459523155313842,0.2809782196765108
patterns,0.05502232882684825,0.3457102965683105,0.30534959997696803,0.09564119864467366,0.1982765759832
pay,0.1822628899481673,0.40915541070636313,0.24103992233675145,0.05438702841072097,0.1131547485979976
people,0.11950817778176294,0.18770396718416246,0.3794017544268921,0.12616859215441822,0.1872175084527645
perform,0.26332880124533936,0.4458656321677338,0.2173302281954315,0.048464974457108144,0.025010363934387426
performance,0.17916553336011692,0.3085649789235836,0.22601191507382642,0.1132768525852651,0.1729807200572078
performing,0.2545522438606479,0.3935495820883259,0.15468863576714234,0.0729793367364341,0.12423020154745006
performs,0.24989228140751785,0.5284489954214657,0.10520488652921996,0.029075413842971142,0.08737842279882622
perks,0.12438769816231166,0.24928964388597863,0.36420180616520365,0.1069846987680862,0.1551361530184204
person,0.14507756691789186,0.3637583174595894,0.29314493054895646,0.0642805349014725,0.13373865017208997
personal,0.2235137958288688,0.27312796621276925,0.2277793598544538,0.06953438766996688,0.20604449043394116
perspectives,0.07389050263420459,0.18381528862966032,0.26986829897078063,0.101575414371013,0.3708504953943413
phd,0.004326945904487193,0.03790806863096328,0.6948887680768419,0.21899983397293654,0.04387638341477067
physical,0.2018559575815767,0.3297102417383764,0.305246632338958,0.06541664812321951,0.09777052021786937
physical mental,0.1651372612597036,0.2553098694802519,0.30105636396475877,0.054628083781807946,0.22386842151347738
physics,0.007203430725881814,0.11920541622371357,0.6968099196750057,0.17014080562110143,0.006640427754297983
pipelines,0.011901568588444185,0.22784664801666432,0.3763067761581488,0.26325993324905295,0.12068507398768974
place,0.17368870312985596,0.3139963269673299,0.2004055292045198,0.10604908731046057,0.20586035338783343
plan,0.28445632965112955,0.30016913522196,0.18633071432500006,0.07259090501485584,0.15645291578705442
planning,0.4621710119186709,0.36047422745321406,0.13210237397260588,0.016143460552671275,0.029108926102838304
plans,0.4056092538887293,0.3255656225216463,0.1804406899969937,0.02934635965073718,0.0590380739418935
platform,0.04127738651308813,0.1692469049950921,0.25256573352424666,0.24057149589848065,0.2963384790690925
platforms,0.11124808744796794,0.21394463418918824,0.21660343436032015,0.2105753802419007,0.24762846376062284
play,0.1321028833027958,0.23146881320597482,0.3391115721328868,0.20801283763537626,0.08930389372296543
player,0.1487820010852888,0.33793631495591947,0.3260355048533873,0.08057119219675543,0.10667498690864878
plus,0.19499164502278718,0.22750517413257232,0.30261505304501424,0.11043457022152325,0.16445355757810293
points,0.059950675318255334,0.1917483160869963,0.3941212354540956,0.12522446878199808,0.2289553043586539
policies,0.24190491969438482,0.4649202922003916,0.2271864454909965,0.04883463431383882,0.017153708300388436
policy,0.12663614891888086,0.38184335940930264,0.22335839449849934,0.06600506229451987,0.20215703487879758
portfolio,0.2723695215078848,0.1534989026786197,0.3814523491309471,0.09136553039012409,0.10131369629242418
position,0.24092268946231202,0.39633357838032707,0.18081357203549728,0.10531301178454654,0.07661714833731684
positive,0.18896990106069847,0.37383432427824465,0.18892202744209058,0.13026698119979216,0.11800676601917469
possible,0.153094438429987,0.2393475723526112,0.2047769395285728,0.09913999240012125,0.3036410572887078
potential,0.23818142480074944,0.25626026196180723,0.25508452107225893,0.19269333624545068,0.05778045591973342
power,0.14497504774214898,0.32128234669631645,0.32155561466728694,0.07285586240734374,0.13933112848690368
powerpoint,0.42857034004646805,0.49898725561098656,0.05524432753289469,0.009451521828513864,0.007746554981136675
practical,0.046781596050438634,0.17304789241366172,0.48328735885050583,0.1157570689309367,0.18112608375445677
practices,0.22901159407984462,0.2881755732444762,0.26403835690326144,0.09004728438149466,0.12872719139092292
predictive,0.03680384469834744,0.19215876507052176,0.6567264472822202,0.086552206996318,0.02775873595259272
preferably,0.27400598573489354,0.36551541154681444,0.21921074495551057,0.057071080710412746,0.08419677705236893
preferred,0.23565907746360149,0.39554837592166114,0.24135788385846457,0.06217310561930632,0.06526155713696645
preferred experience,0.14768941591883158,0.3546235075581071,0.36062882496246706,0.05537043359132413,0.08168781796927008
preferred qualifications,0.1131903392306099,0.21388585448682826,0.4439729439982242,0.1123314863213707,0.11661937596296688
pregnancy,0.12072434978286783,0.21647961231238483,0.4117447597693819,0.0929040041601793,0.15814727397518616
prepare,0.4042923064988493,0.3787018847792678,0.12178848965378132,0.06005752815203284,0.035159790916068405
present,0.27348032012485857,0.3516677327708324,0.3202581203636524,0.026582076705334797,0.02801175003532161
presentation,0.19667635719069423,0.4270851632157547,0.26996043563654587,0.07373619231317084,0.03254185164383466
presentations,0.24935170453155972,0.3796516156690379,0.27020785131302183,0.03595568316001167,0.06483314532636933
presenting,0.2436987235078686,0.4270054740658595,0.26549048414515536,0.05481924578955158,0.008986072491565687
primary,0.26613944519797844,0.44194274294470576,0.1519282309072804,0.0293466735874038,0.11064290736263203
principles,0.19361272560706835,0.2657906286860671,0.2844047481676941,0.05025295534014397,0.20593894219902614
prior,0.18922323212250428,0.24361515536982645,0.22357080238412286,0.15790300853301004,0.1856878015905363
priorities,0.38415607430564674,0.3423500500591015,0.1981762831653552,0.030427702853549735,0.04488988961634697
prioritize,0.31920021589901587,0.419226990835041,0.14751019485500835,0.0626852147847724,0.05137738362616191
privacy,0.2065485735210713,0.21595542421315125,0.17961233564016743,0.09464570860573412,0.3032379580198768
proactively,0.13887475631861262,0.3334582433723625,0.3912751625264234,0.09371829229562983,0.042673545486970936
problem,0.2307412254995174,0.35601759680613815,0.2609268926922888,0.05826015103521508,0.09405413396684006
problem solving,0.25357716593705615,0.3714602103124661,0.1965303196927996,0.05814896912458019,0.12028333493309754
problems,0.10771358062125835,0.21469765795323895,0.39018799480091154,0.16730116773526682,0.12009959888932475
procedures,0.4093969377010508,0.4404716555432359,0.12430801179023697,0.01731062543672744,0.008512769528749442
process,0.4166274699976519,0.2648019352463513,0.20794609838818992,0.04980728422587792,0.06081721214192877
processes,0.45732195341599763,0.29571506306237877,0.1699447117608126,0.023436319069501593,0.053581952691309435
processing,0.08673378179354765,0.1407163999662842,0.373864666884424,0.23262502387671585,0.16606012747902793
produce,0.06912082822042262,0.3467752286906453,0.2946153078736028,0.13754449817817221,0.1519441370371571
product,0.11206491815202406,0.2138126679833728,0.37748388038388947,0.09691323024821966,0.199725303232494
product development,0.14806314286222014,0.1441300863430024,0.4318004496794691,0.09641305714343167,0.1795932639718758
product management,0.12093326366401955,0.11772086825048537,0.32007554823722334,0.08655674862970962,0.3547135712185626
product managers,0.08116895301972789,0.2083065566411363,0.3811515273040917,0.09129347749589987,0.23807948553914385
production,0.09771763710757318,0.087661383748319,0.3041075491898058,0.3038587168385401,0.20665471311576225
products,0.17217824147353447,0.21156647061416473,0.35609833263846674,0.13439425533209223,0.12576269994174183
professional,0.20305543226915784,0.3232783096513504,0.24060370973786713,0.10885561030972238,0.12420693803190251
professionals,0.28510307171762306,0.2639917347472354,0.3200013685332687,0.08603210140444248,0.044871723597430135
proficiency,0.17280842442084884,0.29244060957051415,0.3470596065028277,0.11661810152065609,0.07107325798515331
proficient,0.15561299692858635,0.3534519119093424,0.28104783171922815,0.10321882286232907,0.10666843658051368
program,0.3317538142494918,0.33015787954827064,0.16883883387064008,0.04794469231915546,0.12130478001244206
programming,0.04474527463454534,0.19339170007479228,0.401737882535086,0.16708407852348311,0.19304106423209355
programming languages,0.027299191871555255,0.11515414408395722,0.3674808461635298,0.11258253608346974,0.3774832817974872
programming skills,0.012400091305677796,0.13277773358037587,0.570635359057317,0.18130844846217406,0.10287836759445597
programs,0.23365421270775527,0.4713088793855161,0.17419284904800766,0.029801928789303222,0.09104213006941797
progress,0.31428059927961294,0.22698198929066388,0.2761160122522111,0.07981852994524885,0.1028028692322626
project,0.5143255105828283,0.27701674427139195,0.12831810972121743,0.03621613623786023,0.04412349918670222
project management,0.45181983815934224,0.39793055259562093,0.14144309695922375,0.004839782030496042,0.003966730255316988
projects,0.28632504002096915,0.2751573733837928,0.2757768082076801,0.060703930268749526,0.1020368481188082
protected,0.15706524053515494,0.215764969610585,0.32121065498541196,0.0908047990544005,0.2151543358144474
protected status,0.11968097952946231,0.1523485717780339,0.16427561417489456,0.11390014422779775,0.4497946902898115
protected veteran,0.15119403135317364,0.1946545200921618,0.39850146438500406,0.07131257386278768,0.18433741030687295
proud,0.09939021268262149,0.21653587849904057,0.3333675355425646,0.15437327909213888,0.1963330941836346
proud equal,0.034950809753649184,0.2517657477969918,0.37419657604709095,0.1651035223322085,0.1739833440700593
proven,0.21003573026067715,0.2693632895289371,0.32876051083977936,0.04124726177513736,0.1505932075954692
provide,0.30565798486308854,0.36988850819762153,0.20329817712116333,0.04493224407602631,0.07622308574210061
provider,0.3016405341426871,0.33151542071930284,0.1736278246834756,0.07660830500627962,0.11660791544825563
provides,0.2570304230113783,0.36976878115076744,0.24139165197952658,0.03325823869576669,0.09855090516256063
providing,0.27381836595738307,0.30919199875944714,0.2448145574127771,0.0813048227645185,0.09087025510587425
pto,0.17573559273393613,0.17106746260175373,0.3630948819139982,0.17130168304261445,0.11880037970769732
public,0.13438456375924662,0.4014662835616019,0.23936011967501744,0.10945119026404543,0.11533784274008842
purpose,0.1213122829914624,0.28480485890527146,0.23456413810450272,0.1685485246367945,0.19077019536196893
python,0.02735306934410326,0.19153886905896597,0.43008019741218617,0.2054303112909915,0.14559755289375284
python experience,0.008794674726827276,0.05992740949994858,0.37168070076157994,0.4055584405721131,0.15403877443953026
pytorch,0.007620933563448904,0.007418495861163076,0.26481806968722726,0.6428642056680567,0.07727829522010339
